signal_date,net_return,ending_nav,group
20200430,0.053937292515039426,1.5371657487179353,2
20200430,0.06024903445235452,2.017111886815281,3
20200430,0.06473440788073304,1.9321170070140428,4
20200430,0.057489110614101335,2.285572660836085,5
20200430,0.04480614182211551,2.2559506231889044,6
20200430,0.034455946516510405,2.7374681495568005,7
20200430,0.0377778109218998,2.697158464680011,8
20200430,0.018846583893413982,2.9414766252778994,9
20200430,0.017936462933608066,3.0379555232526236,10
20200529,0.05929336188763168,1.6474540270724396,1
20200529,0.10747207637230405,1.7023681434610392,2
20200529,0.07721048678121001,2.172854077488454,3
20200529,0.0760535300354852,2.079061325839057,4
20200529,0.08487282446849442,2.479555668089216,5
20200529,0.08478061082682875,2.4472114950180246,6
20200529,0.08323202798682061,2.9653131751937423,7
20200529,0.07416960814633344,2.8972056511138935,8
20200529,0.08105674700523924,3.1799031519148753,9
20200529,0.07549664925887556,3.2673109858556906,10
20200630,0.14164567907581893,1.8808087714833077,1
20200630,0.11333103359131069,1.8952992847123995,2
20200630,0.12849974135122966,2.452065264439685,3
20200630,0.10151798549557234,2.2901234433599917,4
20200630,0.11044535574143155,2.7534110759320125,5
20200630,0.12133519758108968,2.7441443852887506,6
20200630,0.13121288371884532,3.3544004680403985,7
20200630,0.15268280554310354,3.339559138161297,8
20200630,0.16125235181041342,3.6926700136904955,9
20200630,0.14838060635805173,3.752116571097282,10
20200731,-0.0011567887806466226,1.8786330729979142,1
20200731,0.015739624871603963,1.9251305844731919,2
20200731,0.027215409267180357,2.518799224161248,3
20200731,0.038678813385595534,2.3787027006556904,4
20200731,0.01456209977086842,2.793506522729949,5
20200731,0.02479627213368807,2.812188936240503,6
20200731,0.02502271904346509,3.4383366885114413,7
20200731,0.02859203445739178,3.435043928112102,8
20200731,0.039215772487106726,3.837480920817343,9
20200731,0.03344977771451374,3.8776240363594296,10
20200831,-0.05994491129399293,1.7660185800830928,1
20200831,-0.05743779556676176,1.8145553275229,2
20200831,-0.05682439277108631,2.3756699877360017,3
20200831,-0.058825254967060925,2.238774907798783,4
20200831,-0.063674986416149,2.615630032841696,5
20200831,-0.05121390181208496,2.66816576818285,6
20200831,-0.056594411612637896,3.2437460466989902,7
20200831,-0.0535507358678835,3.251094798023194,8
20200831,-0.07078143896152411,3.565858499254497,9
20200831,-0.05329469909522455,3.6709672301372436,10
20200930,-0.028235611410997397,1.7161539657112652,1
20200930,-0.010370017722709624,1.7957383566176504,2
20200930,-0.016309400027620935,2.336924235572402,3
20200930,-0.02205158636544835,2.1894063695666595,4
20200930,-0.014574852444687036,2.5775076110631363,5
20200930,-0.015298592620156981,2.6273465870523722,6
20200930,-0.01919206404123186,3.1814918648372505,7
20200930,-0.019407772576036098,3.1879982895600256,8
20200930,-0.012178545490356352,3.522431529309152,9
20200930,-0.013349913496062071,3.621960135168033,10
20201030,0.017899306639880264,1.7468719317847776,1
20201030,0.013978918252905315,1.820840836308415,2
20201030,-0.005476099650479793,2.324127005582786,3
20201030,0.010775226764259571,2.2129977196778543,4
20201030,0.027019062700453622,2.6471494508173476,5
20201030,0.022584805187123358,2.6866846978800036,6
20201030,0.014994618945259441,3.229197123027928,7
20201030,0.024243970925102776,3.2652880274013962,8
20201030,0.048220937217560156,3.6922864789371235,9
20201030,0.07471154818748937,3.8925623843398047,10
20201130,-0.0067022755329662065,1.7351639147771512,1
20201130,0.06511339681323114,1.9394019682167005,2
20201130,0.0145421957671239,2.3579249154856305,3
20201130,0.014292312307481847,2.2446265742232354,4
20201130,0.003988386223795937,2.6577073052193163,5
20201130,0.0033416140764159774,2.695662561285331,6
20201130,0.009083718905334104,3.2585302419834274,7
20201130,-0.020560641272336477,3.198151611619141,8
20201130,-0.011719885231097571,3.649013305163647,9
20201130,-0.013595506618873321,3.8396410266791356,10
20201231,-0.017513976716218682,1.7047742943749213,1
20201231,0.000945221677456809,1.9412351329983613,2
20201231,-0.03465809117441665,2.276203738782301,3
20201231,-0.030070133157583445,2.1771303542472924,4
20201231,-0.02623530353240766,2.5879815473665904,5
20201231,-0.03482166636142636,2.601795098953265,6
20201231,-0.04496115474014306,3.1120229595481748,7
20201231,-0.02872063899459587,3.1062986537318427,8
20201231,-0.034347701011014364,3.5236780871726725,9
20201231,-0.012767567358740184,3.7906181512376276,10
20210129,0.006757215888649748,1.7162938223234332,1
20210129,-0.01677483323506357,1.9086712373722674,2
20210129,0.006811887526758653,2.2917089826388737,3
20210129,0.021464913271712627,2.2238622684824234,4
20210129,0.01793607307097811,2.634399773506501,5
20210129,0.02042214423988553,2.654929333746716,6
20210129,0.021870590045211857,3.18008473790774,7
20210129,0.04797809504625494,3.2553329457826425,8
20210129,0.052216764335123234,3.707673155443406,9
20210129,0.08754609121305457,4.122471953659737,10
20210226,-0.0074684813037455555,1.7034757139996766,1
20210226,-0.016363273219157426,1.8774391284295977,2
20210226,-0.02155269182684172,2.242316485179253,3
20210226,-0.00053031662862002,2.2226829173416864,4
20210226,-0.027781452479168522,2.5612123213876976,5
20210226,-0.00394466738138366,2.644456520604007,6
20210226,-0.023726264563499244,3.104633206081795,7
20210226,-0.017012309994053676,3.1999522125751323,8
20210226,-0.004353877127100447,3.6915304020971567,9
20210226,0.021679836232487704,4.211846470488104,10
20210331,0.0217572523307481,1.7405386649484687,1
20210331,0.0408581298965327,1.9541477802118072,2
20210331,0.03391839671496921,2.3183722652840784,3
20210331,0.024729223533622946,2.2776481400489943,4
20210331,0.010402201942834699,2.5878545691732486,5
20210331,0.017148478035372117,2.6898049251630813,6
20210331,0.049210233287583005,3.2574129304254567,7
20210331,-0.011508302704798745,3.163126193871927,8
20210331,0.012475097344905706,3.7375826032149972,9
20210331,-0.013033254132281513,4.156952405072079,10
20210430,0.06666398561538767,1.8565699094716193,1
20210430,0.051709158775658404,2.05519511804988,2
20210430,0.06974307247210976,2.480062670199115,3
20210430,0.04672406551686059,2.384069120968999,4
20210430,0.06250697935569138,2.7496135413040923,5
20210430,0.06901046766093155,2.875429620965263,6
20210430,0.03847132880870774,3.3827299343375907,7
20210430,0.061233020022128715,3.3568139634338063,8
20210430,0.03893324999792913,3.883098841093877,9
20210430,0.024504464306100537,4.258816296904327,10
20210531,0.06873704036245298,1.9841850302746855,1
20210531,0.03129375152885272,2.119509883417444,2
20210531,0.04383308189291557,2.588771460321516,3
20210531,0.04287661866959236,2.4862899435507373,4
20210531,0.03841963436060958,2.855252688193976,5
20210531,0.03534665761824951,2.977066447282895,6
20210531,0.06046774483868078,3.5872759848652835,7
20210531,0.01069315582341468,3.392708898215018,8
20210531,0.012938056223873451,3.9333385922228077,9
20210531,-0.005092730776130261,4.237127292079197,10
20210630,0.04383744703813175,2.071166636453206,1
20210630,-0.008873864227528783,2.1007016404830923,2
20210630,0.006991975704251141,2.606872087475943,3
20210630,0.03109046839454299,2.5635898624603715,4
20210630,0.029284913872068774,2.9388685172507296,5
20210630,-0.03544376986136599,2.8715479892634055,6
20210630,-0.00042022212213710386,3.585768532138232,7
20210630,0.0028840340875440074,3.402493586326584,8
20210630,-0.0049642918924382995,3.9138123513392213,9
20210630,-0.033692508653115794,4.094367844126466,10
20210730,0.04503577753325927,2.1644432363268216,1
20210730,0.02806248214108087,2.1596525427528883,2
20210730,0.03864827040823826,2.7076231848324017,3
20210730,0.0686541924548274,2.7395910542529704,4
20210730,0.047263149158489615,3.07776869833874,5
20210730,0.06283107752116379,3.0519704435825568,6
20210730,0.053925578199417235,3.779133173523062,7
20210730,0.0632355099448505,3.6176520033420285,8
20210730,0.06676797572172521,4.1751296793928265,9
20210730,0.054898986846247055,4.319144490544861,10
20210831,-0.000405912286904786,2.1635646622228886,1
20210831,-0.03483600963211653,2.0844188659715237,2
20210831,-0.03927855242159528,2.6012716656290356,3
20210831,-0.035247293511287414,2.6430278842628185,4
20210831,-0.028409975789154163,2.99032936413432,5
20210831,-0.015971358957702964,3.0032263280998,6
20210831,-0.018835473215063514,3.7079514118570103,7
20210831,-0.004239811458120024,3.6023138409267683,8
20210831,0.008357286506230022,4.210022434324177,9
20210831,0.01783993748764945,4.396197758256307,10
20210930,-0.03394875972256406,2.090114325360853,1
20210930,-0.007904723732665486,2.067942110692863,2
20210930,-0.002266716374196398,2.595375320550821,3
20210930,0.0024599207242193,2.6495295233300062,4
20210930,-0.018480206445388392,2.9350674601454108,5
20210930,-0.012993342471557257,2.964204379899202,6
20210930,0.007902677295224203,3.737254155291287,7
20210930,-0.02419930142716442,3.515140362454935,8
20210930,-0.03276513013077964,4.072080501410044,9
20210930,-0.03954783897690839,4.222337637202141,10
20211029,0.0898907769748245,2.2779963260337515,1
20211029,0.09813478948441934,2.2708791743916725,2
20211029,0.07550683231129907,2.791343889664536,3
20211029,0.11067280720300299,2.942760393444172,4
20211029,0.11548163836175185,3.2740138591452688,5
