signal_date,raw_rank_ic,neutralized_rank_ic,label_count
20250731,-0.185397140671709,-0.010043001974555363,1552
20250829,0.11616679347044309,0.11178554893205317,1595
20250930,0.2828203552472577,0.11448047000035011,1645
20251031,0.17964915143962248,0.04863159864549532,1463
20251128,-0.019247059567380737,0.03485512057070339,1459
20251231,0.004088117243281302,-0.020927617794955656,1451
20260130,0.13471144946332195,0.05854746830812938,1460
20260227,0.31569076697974435,0.09770643295499684,1382
20260331,-0.15280711769790498,0.008679463316540546,1332
20260430,-0.09473547318266531,0.015339236295058898,1304
20260529,-0.2034980729750304,-0.01785971876491943,1268
20260630,0.6308296776934614,0.2803384487350724,1285
